card_id,bank,name,severity,failed_checks,annual_fee,forex,finance_pm,apply_url_status,source_section
yes-yes-first-business,YES Bank,YES First Business,WARN,no apply_url; no rewards; no lounge; no badge,999,2.0,3.99,missing,"Section A.1 Joining and Annual membership fees table p.2, 'YES First Business' r"
yes-yes-first-preferred-preferred-for-nri-preferred-issued-against-fd,YES Bank,YES First Preferred / Preferred for NRI / Preferred issued against FD,WARN,no apply_url; no rewards; no lounge,999,3.5,2.49,missing,"Section A.1 Joining and Annual membership fees table p.2, 'YES First Preferred**"
yes-yes-private-prime,YES Bank,YES Private Prime,WARN,no apply_url; no rewards; no lounge,10000,0.5,3.99,missing,"Section A.1 Joining and Annual membership fees table p.2, 'YES Private Prime' ro"
yes-yes-private-yes-private-for-nri,YES Bank,YES Private / YES Private for NRI,WARN,no apply_url; no rewards; no lounge; no badge,10000,3.5,3.99,missing,"Section A.1 Joining and Annual membership fees table p.2, 'YES Private / YES Pri"
yes-yes-prosperity-business,YES Bank,YES Prosperity Business,WARN,no apply_url; no rewards; no lounge; no badge,499,3.0,3.99,missing,"Section A.1 Joining and Annual membership fees table p.3, 'YES Prosperity Busine"
yes-yes-prosperity-cashback,YES Bank,YES Prosperity Cashback,WARN,no apply_url; no rewards; no lounge; no badge,999,3.5,3.99,missing,"Section A.1 Joining and Annual membership fees table p.2, 'YES Prosperity Cashba"
yes-yes-prosperity-cashback-plus,YES Bank,YES Prosperity Cashback Plus,WARN,no apply_url; no rewards; no lounge; no badge,1499,3.5,3.99,missing,"Section A.1 Joining and Annual membership fees table p.2, 'YES Prosperity Cashba"
yes-yes-prosperity-rewards,YES Bank,YES Prosperity Rewards,WARN,no apply_url; no rewards; no lounge; no badge,399,3.5,3.99,missing,"Section A.1 Joining and Annual membership fees table p.3, 'YES Prosperity Reward"
hdfc-bizblack-metal-card,HDFC,BizBlack Metal Card,OK,—,10000,2,1.99,ok-format,Fee table p.2 prints only the ₹7.5 Lakh/Annum waiver — joining/renewal fee cell 
hdfc-diners-black-metal-edition,HDFC,Diners Black Metal Edition,OK,—,10000,2,1.99,ok-format,Fee table p.2 prints only the ₹8 Lakh/Annum waiver — joining/renewal fee cell bl
hdfc-diners-privilege,HDFC,Diners Privilege,OK,—,1000,,3.75,ok-format,"Fee table p.3, Diners Privilege row"
hdfc-infinia-metal-edition,HDFC,Infinia (Metal Edition),OK,—,12500,2,1.99,ok-format,"Fee table p.2, Infinia (Metal Edition) row"
hdfc-marriott-bonvoy-hdfc-bank-credit-card,HDFC,Marriott Bonvoy HDFC Bank Credit Card,OK,—,3000,,3.75,ok-format,"Fee table p.6, Marriott Bonvoy HDFC Bank Credit Card row (waiver NA)"
hdfc-regalia-gold,HDFC,Regalia Gold,OK,—,2500,,3.75,ok-format,"Fee table p.2, Regalia Gold row"
hdfc-tata-neu-infinity-hdfc-bank,HDFC,Tata Neu Infinity HDFC Bank,OK,—,1499,,3.75,ok-format,"Fee table p.2, Tata Neu Infinity HDFC Bank row"
sbi-central-bank-of-india-sbi-card-elite,SBI,Central Bank of India SBI Card ELITE,OK,—,4999,3.5,3.75,ok-format,"Fee table (table index 0), Central Bank of India SBI Card ELITE row"
sbi-central-bank-of-india-sbi-card-prime,SBI,Central Bank of India SBI Card PRIME,OK,—,2999,3.5,3.75,ok-format,"Fee table (table index 0), Central Bank of India SBI Card PRIME row"
sbi-city-union-bank-sbi-card-prime,SBI,City Union Bank SBI Card PRIME,OK,—,2999,3.5,3.75,ok-format,"Fee table (table index 0), City Union Bank SBI Card PRIME row"
sbi-club-vistara-sbi-card,SBI,Club Vistara SBI Card,OK,—,1499,3.5,3.75,ok-format,"Fee table (table index 0), Club Vistara SBI Card row"
sbi-club-vistara-sbi-card-prime,SBI,Club Vistara SBI Card PRIME,OK,—,2999,3.5,3.75,ok-format,"Fee table (table index 0), Club Vistara SBI Card PRIME row"
sbi-doctor-s-sbi-card,SBI,Doctor's SBI Card,OK,—,1499,3.5,3.75,ok-format,"Fee table (table index 0), Doctor's SBI Card row"
sbi-etihad-guest-sbi-premier-card,SBI,Etihad Guest SBI Premier Card,OK,—,4999,3.5,3.75,ok-format,"Fee table (table index 0), Etihad Guest SBI Premier Card row"
sbi-indigo-sbi-card-elite,SBI,IndiGo SBI Card ELITE,OK,—,4999,3.5,3.75,ok-format,"Fee table (table index 0), IndiGo SBI Card ELITE row"
sbi-karnataka-bank-sbi-card-prime,SBI,Karnataka Bank SBI Card PRIME,OK,—,2999,3.5,3.75,ok-format,"Fee table (table index 0), Karnataka Bank SBI Card PRIME row"
sbi-krisflyer-sbi-card,SBI,KrisFlyer SBI Card,OK,—,2999,3.5,3.75,ok-format,"Fee table (table index 0), KrisFlyer SBI Card row"
sbi-krisflyer-sbi-card-apex,SBI,KrisFlyer SBI Card Apex,OK,—,9999,3.5,3.75,ok-format,"Fee table (table index 0), KrisFlyer SBI Card Apex row"
sbi-kvb-sbi-card-elite,SBI,KVB SBI Card ELITE,OK,—,4999,3.5,3.75,ok-format,"Fee table (table index 0), KVB SBI Card ELITE row"
sbi-kvb-sbi-card-prime,SBI,KVB SBI Card PRIME,OK,—,2999,3.5,3.75,ok-format,"Fee table (table index 0), KVB SBI Card PRIME row"
sbi-kvb-sbi-signature-card,SBI,KVB SBI Signature Card,OK,—,4999,3.5,3.75,ok-format,"Fee table (table index 0), KVB SBI Signature Card row"
sbi-phonepe-sbi-card-select-black,SBI,PhonePe SBI Card SELECT BLACK,OK,—,1499,3.5,3.75,ok-format,"Fee table (table index 0), PhonePe SBI Card SELECT BLACK row"
sbi-psb-sbi-card-elite,SBI,PSB SBI Card ELITE,OK,—,4999,3.5,3.75,ok-format,"Fee table (table index 0), PSB SBI Card ELITE row"
sbi-psb-sbi-card-prime,SBI,PSB SBI Card PRIME,OK,—,2999,3.5,3.75,ok-format,"Fee table (table index 0), PSB SBI Card PRIME row"
sbi-reliance-sbi-card-prime,SBI,Reliance SBI Card PRIME,OK,—,2999,3.5,3.75,ok-format,"Fee table (table index 0), Reliance SBI Card PRIME row"
sbi-sbi-card-elite,SBI,SBI Card ELITE,OK,—,4999,1.99,3.75,ok-format,"Fee table (table index 0), SBI Card ELITE row"
sbi-sbi-card-miles-elite,SBI,SBI Card MILES ELITE,OK,—,4999,1.99,3.75,ok-format,"Fee table (table index 0), SBI Card MILES ELITE row"
sbi-sbi-card-miles-prime,SBI,SBI Card MILES PRIME,OK,—,2999,2.5,3.75,ok-format,"Fee table (table index 0), SBI Card MILES PRIME row"
sbi-sbi-card-prime,SBI,SBI Card PRIME,OK,—,2999,3.5,3.75,ok-format,"Fee table (table index 0), SBI Card PRIME row"
sbi-sbi-card-pulse,SBI,SBI Card PULSE,OK,—,1499,3.5,3.75,ok-format,"Fee table (table index 0), SBI Card PULSE row"
sbi-shaurya-select-sbi-card,SBI,Shaurya Select SBI Card,OK,—,1499,3.5,3.75,ok-format,"Fee table (table index 0), Shaurya Select SBI Card row"
sbi-south-indian-bank-sbi-card-prime,SBI,South Indian Bank SBI Card PRIME,OK,—,2999,3.5,3.75,ok-format,"Fee table (table index 0), South Indian Bank SBI Card PRIME row"
sbi-tata-neu-infinity-sbi-credit-card,SBI,Tata Neu Infinity SBI Credit Card,OK,—,1499,1.99,3.75,ok-format,"Fee table (table index 0), Tata Neu Infinity SBI Credit Card row"
sbi-titan-sbi-card,SBI,Titan SBI Card,OK,—,2999,3.5,3.75,ok-format,"Fee table (table index 0), Titan SBI Card row"
sbi-uco-bank-sbi-card-elite,SBI,UCO Bank SBI Card ELITE,OK,—,4999,3.5,3.75,ok-format,"Fee table (table index 0), UCO Bank SBI Card ELITE row"
sbi-uco-bank-sbi-card-prime,SBI,UCO Bank SBI Card PRIME,OK,—,2999,3.5,3.75,ok-format,"Fee table (table index 0), UCO Bank SBI Card PRIME row"
