card_id,bank,name,type,category,joining_fee,annual_fee,fee_waiver,forex,finance_pm,finance_pa,cash_advance,cash_interest,late_fee,network,network_confidence,rewards,lounge,badge,apply_url,match_status,data_status,source_section,source_url
hdfc-bizfirst,HDFC,BizFirst,retail,mid_tier,,,"₹50,000 / Annum",,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",Visa/Mastercard,low,,,,https://www.hdfc.bank.in/business-credit-cards/biz-first-credit-card,matched,needs_review,"Fee table p.4, BizFirst row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-micro-enterprise-card,HDFC,Micro Enterprise card,retail,,,,₹1 Lakh / Annum,,1.5,18.0,Not applicable — cash withdrawal not allowed on this card,All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",RuPay,low,,,,,unmatched,needs_review,"Fee table p.4, Micro Enterprise card row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-giga-business,HDFC,GIGA Business,business,mid_tier,,,"₹50,000 / Annum",,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",Visa/Mastercard,low,"2 CashPoints per Rs.150 on general business expenses; 6 CashPoints per Rs.150 on business digital spends, bill payments, income tax and GST payments; bonus 800 CashPoints on spending Rs.50,000 every month","2 complimentary domestic lounge accesses + 2 more on spending Rs.75,000 in previous quarter; 6 complimentary international lounge accesses per year via Priority Pass",,https://www.hdfc.bank.in/business-credit-cards/giga-business-credit-card,matched,needs_review,"Fee table p.4, GIGA Business row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-moneyback,HDFC,MoneyBack,retail,,,,"₹50,000 / Annum",,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",,,,,,,unmatched,needs_review,"Fee table p.4, MoneyBack / MoneyBack+ / Business Moneyback row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-moneyback-2,HDFC,MoneyBack+,retail,,,,"₹50,000 / Annum",,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",,,,,,,unmatched,needs_review,"Fee table p.4, MoneyBack / MoneyBack+ / Business Moneyback row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-business-moneyback,HDFC,Business Moneyback,business,,,,"₹50,000 / Annum",,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",,,,,,,unmatched,needs_review,"Fee table p.4, MoneyBack / MoneyBack+ / Business Moneyback row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-freedom,HDFC,Freedom,retail,,,,,,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",,,,,,,unmatched,needs_review,"Fee table p.4, Freedom row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-best-price-save-smart,HDFC,Best Price Save Smart,retail,,,,,,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",,,,,,,unmatched,needs_review,"Fee table p.4, Best Price Save Smart row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-indian-oil-hdfc-bank,HDFC,Indian Oil HDFC Bank,retail,,,,,,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",,,,,,,unmatched,needs_review,"Fee table p.4, Indian Oil HDFC Bank row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-small-business-moneyback,HDFC,Small Business Moneyback,business,,250,250,"₹25,000 / Annum",,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",Visa/Mastercard,low,,,,,unmatched,needs_review,"Fee table p.4, Small Business Moneyback row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-timestitanium-times-card-credit,HDFC,TimesTitanium / Times Card Credit,retail,,500,500,₹1.5 lakh / Annum,,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",Visa/Mastercard,low,,,,,unmatched,needs_review,"Fee table p.4, TimesTitanium / Times Card Credit row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-shoppers-stop-black-hdfc-bank,HDFC,Shoppers Stop Black HDFC Bank,retail,,4500,4500,,,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",Visa,medium,,,,,unmatched,needs_review,"Fee table p.4, Shoppers Stop Black HDFC Bank row (waiver NA)",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-superia,HDFC,Superia,retail,,1000,1000,₹1 lakh / Annum,,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",Visa/Mastercard,low,,,,,unmatched,needs_review,"Fee table p.4, Superia row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-paytm-hdfc-bank-select,HDFC,Paytm HDFC Bank Select,retail,,,,"₹50,000 within 90 days for 1st year membership fee and ₹1.5 Lakh / Annum for annual fee",,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",Visa/Mastercard,medium,,,,,unmatched,needs_review,"Fee table p.4, Paytm HDFC Bank Select row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-allmiles,HDFC,AllMiles,retail,,,,₹1 lakh / Annum,,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",Visa/Mastercard,low,,,,,unmatched,needs_review,"Fee table p.4, AllMiles row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-doctors-superia,HDFC,Doctors Superia,retail,,,,,,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",Visa/Mastercard,low,,,,,unmatched,needs_review,"Fee table p.4, Doctors Superia row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-paytm-hdfc-bank-select-business,HDFC,Paytm HDFC Bank Select Business,business,mid_tier,,,"₹60,000 within 90 days for 1st year membership fee and ₹1 Lakh / Annum for annual fee",,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",Visa/Mastercard,medium,,,,https://www.hdfc.bank.in/business-credit-cards/paytm-select-business-credit-card,low_confidence,needs_review,"Fee table p.5, Paytm HDFC Bank Select Business row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
hdfc-best-price-save-max,HDFC,Best Price Save Max,retail,,,,"₹75,000 / Annum",,3.75,45.0,"2.5% of the amount withdrawn or ₹500, whichever is higher",All cash advances also carry a finance charge equal to charges on revolving credit (Refer schedule of charges) from the date of withdrawal until the date of full payment. Finance charges on cash advances are applicable from the date of transaction until the payment is made in full.,"<=₹100: Nil; ₹101 to ₹500: ₹100; ₹501 to ₹1,000: ₹500; ₹1,001 to ₹5,000: ₹600; ₹5,001 to ₹10,000: ₹750; ₹10,001 to ₹25,000: ₹900; ₹25,001 to ₹50,000: ₹1100; More than ₹50,000: ₹1300 (excl. GST, w.e.f 1st Oct 2025)",Visa/Mastercard,low,,,,,unmatched,needs_review,"Fee table p.5, Best Price Save Max row",https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/personal-banking/discover-products/cards/credit-cards/personal-mitc/mitc-in-english.pdf
